工作表,怪物ID,Excel行,物品名,B物品ID,C奖励类型,D金币金额,E公式或原数字,E表示类型,数值候选或公式精确分数,F显示来源,G历史构成,H原槽字段
血僵尸,166,40,道德戒指,209,物品,,'=1/60,exact_formula,1/60,'=E40,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_025
血僵尸,166,41,重盔甲(男),122,物品,,'=1/60,exact_formula,1/60,'=E41,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_016
血僵尸,166,43,金戒指,206,物品,,'=1/60,exact_formula,1/60,'=E43,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_022
血僵尸,166,44,金手镯,188,物品,,'=1/60,exact_formula,1/60,'=E44,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_024
血僵尸,166,45,魅力戒指,208,物品,,'=1/60,exact_formula,1/60,'=E45,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_026
血僵尸,166,46,魔法长袍(男),124,物品,,'=1/60,exact_formula,1/60,'=E46,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_020
血僵尸,166,48,凝霜,98,物品,,'=1/60,exact_formula,1/60,'=E48,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_010
血僵尸,166,49,放大镜,166,物品,,'=1/60,exact_formula,1/60,'=E49,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_007
血僵尸,166,50,竹笛,167,物品,,'=1/60,exact_formula,1/60,'=E50,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_008
血僵尸,166,51,道士头盔,149,物品,,'=1/60,exact_formula,1/60,'=E51,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_009
血僵尸,166,52,修罗,97,物品,,'=1/60,exact_formula,1/60,'=E52,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_015
血僵尸,166,53,死神手套,187,物品,,'=1/60,exact_formula,1/60,'=E53,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_014
血僵尸,166,54,骷髅头盔,150,物品,,'=1/60,exact_formula,1/60,'=E54,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_013
血僵尸,166,55,珊瑚戒指,210,物品,,'=1/60,exact_formula,1/60,'=E55,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_011
血僵尸,166,56,降妖除魔戒指,211,物品,,'=1/60,exact_formula,1/60,'=E56,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m166.slot_012
暴牙蜘蛛,174,6,金币,,金币,2250,'=1/3,exact_formula,1/3,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m174.slot_001
暴牙蜘蛛,174,7,太阳水,920014,物品,,'=1/5,exact_formula,1/5,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m174.slot_002
暴牙蜘蛛,174,8,超级金创药,920017,物品,,'=1/5,exact_formula,1/5,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m174.slot_003
暴牙蜘蛛,174,9,超级魔法药,920042,物品,,'=1/5,exact_formula,1/5,'=E9,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m174.slot_004
暴牙蜘蛛,174,10,太阳水,920014,物品,,'=1/25,exact_formula,1/25,'=E10,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m174.slot_005
暴牙蜘蛛,174,11,疗伤药,910007,物品,,'=1/25,exact_formula,1/25,'=E11,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m174.slot_006
暴牙蜘蛛,174,12,八荒,89,物品,,'=1/60,exact_formula,1/60,'=E12,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_042
暴牙蜘蛛,174,13,凌风,92,物品,,'=1/60,exact_formula,1/60,'=E13,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_052
暴牙蜘蛛,174,14,凤凰明珠,163,物品,,'=1/60,exact_formula,1/60,'=E14,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_048
暴牙蜘蛛,174,15,半月,91,物品,,'=1/60,exact_formula,1/60,'=E15,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_043
暴牙蜘蛛,174,16,坚固手套,182,物品,,'=1/60,exact_formula,1/60,'=E16,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_049
暴牙蜘蛛,174,17,海魂,90,物品,,'=1/60,exact_formula,1/60,'=E17,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_044
暴牙蜘蛛,174,18,灯笼项链,164,物品,,'=1/60,exact_formula,1/60,'=E18,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_051
暴牙蜘蛛,174,19,琥珀项链,162,物品,,'=1/60,exact_formula,1/60,'=E19,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_047
暴牙蜘蛛,174,20,蓝色水晶戒指,202,物品,,'=1/60,exact_formula,1/60,'=E20,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_045
暴牙蜘蛛,174,21,魔法手镯,183,物品,,'=1/60,exact_formula,1/60,'=E21,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.v505_0050
暴牙蜘蛛,174,22,魔鬼项链,161,物品,,'=1/60,exact_formula,1/60,'=E22,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_046
暴牙蜘蛛,174,23,偃月,95,物品,,'=1/60,exact_formula,1/60,'=E23,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_036
暴牙蜘蛛,174,24,小手镯,175,物品,,'=1/60,exact_formula,1/60,'=E24,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_041
暴牙蜘蛛,174,25,斩马刀,94,物品,,'=1/60,exact_formula,1/60,'=E25,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_035
暴牙蜘蛛,174,26,珍珠戒指,205,物品,,'=1/60,exact_formula,1/60,'=E26,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_033
暴牙蜘蛛,174,27,生铁戒指,201,物品,,'=1/60,exact_formula,1/60,'=E27,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_037
暴牙蜘蛛,174,28,白色虎齿项链,159,物品,,'=1/60,exact_formula,1/60,'=E28,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_038
暴牙蜘蛛,174,29,白金项链,155,物品,,'=1/60,exact_formula,1/60,'=E29,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_039
暴牙蜘蛛,174,30,破魂,93,物品,,'=1/60,exact_formula,1/60,'=E30,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_034
暴牙蜘蛛,174,31,蛇眼戒指,204,物品,,'=1/60,exact_formula,1/60,'=E31,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_032
暴牙蜘蛛,174,32,道士手镯,185,物品,,'=1/60,exact_formula,1/60,'=E32,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_028
暴牙蜘蛛,174,33,降魔,96,物品,,'=1/60,exact_formula,1/60,'=E33,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_030
暴牙蜘蛛,174,34,骷髅戒指,207,物品,,'=1/60,exact_formula,1/60,'=E34,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_040
暴牙蜘蛛,174,35,魔力手镯,186,物品,,'=1/60,exact_formula,1/60,'=E35,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_050
暴牙蜘蛛,174,36,黑檀手镯,184,物品,,'=1/60,exact_formula,1/60,'=E36,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_029
暴牙蜘蛛,174,37,黑色水晶戒指,203,物品,,'=1/60,exact_formula,1/60,'=E37,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_031
暴牙蜘蛛,174,38,灵魂战衣(男),127,物品,,'=1/60,exact_formula,1/60,'=E38,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_019
暴牙蜘蛛,174,40,蓝翡翠项链,165,物品,,'=1/60,exact_formula,1/60,'=E40,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_024
暴牙蜘蛛,174,41,道德戒指,209,物品,,'=1/60,exact_formula,1/60,'=E41,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_026
暴牙蜘蛛,174,42,重盔甲(男),122,物品,,'=1/60,exact_formula,1/60,'=E42,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_017
暴牙蜘蛛,174,44,金戒指,206,物品,,'=1/60,exact_formula,1/60,'=E44,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_023
暴牙蜘蛛,174,45,金手镯,188,物品,,'=1/60,exact_formula,1/60,'=E45,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_025
暴牙蜘蛛,174,46,魅力戒指,208,物品,,'=1/60,exact_formula,1/60,'=E46,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_027
暴牙蜘蛛,174,47,魔法长袍(男),124,物品,,'=1/60,exact_formula,1/60,'=E47,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_021
暴牙蜘蛛,174,49,凝霜,98,物品,,'=1/60,exact_formula,1/60,'=E49,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_011
暴牙蜘蛛,174,50,放大镜,166,物品,,'=1/60,exact_formula,1/60,'=E50,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_008
暴牙蜘蛛,174,51,竹笛,167,物品,,'=1/60,exact_formula,1/60,'=E51,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_009
暴牙蜘蛛,174,52,道士头盔,149,物品,,'=1/60,exact_formula,1/60,'=E52,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_010
暴牙蜘蛛,174,53,修罗,97,物品,,'=1/60,exact_formula,1/60,'=E53,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_016
暴牙蜘蛛,174,54,死神手套,187,物品,,'=1/60,exact_formula,1/60,'=E54,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_015
暴牙蜘蛛,174,55,骷髅头盔,150,物品,,'=1/60,exact_formula,1/60,'=E55,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_014
暴牙蜘蛛,174,56,珊瑚戒指,210,物品,,'=1/60,exact_formula,1/60,'=E56,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_012
暴牙蜘蛛,174,57,降妖除魔戒指,211,物品,,'=1/60,exact_formula,1/60,'=E57,SPB:AUTO_BOOST;小怪装备分母x3,dpv2.direct.m174.slot_013
剧毒蜘蛛,185,7,疗伤药,910007,物品,,'=1/5,exact_formula,1/5,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m185.slot_002
角蝇,126,6,金币,,金币,1250,'=1/3,exact_formula,1/3,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m126.v505_0001
角蝇,126,7,金创药(中量),920044,物品,,'=1/10,exact_formula,1/10,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m126.slot_002
角蝇,126,8,体力强效神水,910001,物品,,'=1/20,exact_formula,1/20,'=E8,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m126.v505_0008
角蝇,126,9,疾风神水,910003,物品,,'=1/20,exact_formula,1/20,'=E9,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m126.v505_0007
角蝇,126,10,精神神水,910006,物品,,'=1/20,exact_formula,1/20,'=E10,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m126.slot_006
角蝇,126,11,魔力神水,910005,物品,,'=1/20,exact_formula,1/20,'=E11,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m126.slot_005
角蝇,126,12,魔法药(中量),920052,物品,,'=1/20,exact_formula,1/20,'=E12,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m126.slot_003
角蝇,126,13,太阳水,920014,物品,,'=1/5,exact_formula,1/5,'=E13,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m126.slot_004
多钩猫王,31,6,金币,,金币,17500,'=1/1,exact_formula,1/1,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m31.slot_001
多钩猫王,31,7,金创药(中量) ×4,920044,物品,,'=1/2,exact_formula,1/2,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m31.slot_006 等4个独立槽
多钩猫王,31,8,魔法药(中量) ×4,920052,物品,,'=1/2,exact_formula,1/2,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m31.slot_010 等4个独立槽
多钩猫王,31,9,太阳水 ×4,920014,物品,,'=1/4,exact_formula,1/4,'=E9,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m31.slot_002 等4个独立槽
多钩猫王,31,10,偃月,95,物品,,'=1/5,exact_formula,1/5,'=E10,SPB:AUTO_BOOST,dpv2.direct.m31.slot_033
多钩猫王,31,11,小手镯,175,物品,,'=1/5,exact_formula,1/5,'=E11,SPB:AUTO_BOOST,dpv2.direct.m31.slot_038
多钩猫王,31,12,斩马刀,94,物品,,'=1/5,exact_formula,1/5,'=E12,SPB:AUTO_BOOST,dpv2.direct.m31.slot_032
多钩猫王,31,13,狂风戒指,222,物品,,'=1/5,exact_formula,1/5,'=E13,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m31.slot_039
多钩猫王,31,14,珍珠戒指,205,物品,,'=1/5,exact_formula,1/5,'=E14,SPB:AUTO_BOOST,dpv2.direct.m31.slot_030
多钩猫王,31,15,生铁戒指,201,物品,,'=1/5,exact_formula,1/5,'=E15,SPB:AUTO_BOOST,dpv2.direct.m31.slot_034
多钩猫王,31,16,白色虎齿项链,159,物品,,'=1/5,exact_formula,1/5,'=E16,SPB:AUTO_BOOST,dpv2.direct.m31.slot_035
多钩猫王,31,17,白金项链,155,物品,,'=1/5,exact_formula,1/5,'=E17,SPB:AUTO_BOOST,dpv2.direct.m31.slot_036
多钩猫王,31,18,破魂,93,物品,,'=1/5,exact_formula,1/5,'=E18,SPB:AUTO_BOOST,dpv2.direct.m31.slot_031
多钩猫王,31,19,蛇眼戒指,204,物品,,'=1/5,exact_formula,1/5,'=E19,SPB:AUTO_BOOST,dpv2.direct.m31.slot_029
多钩猫王,31,20,道士手镯,185,物品,,'=1/5,exact_formula,1/5,'=E20,SPB:AUTO_BOOST,dpv2.direct.m31.slot_025
多钩猫王,31,21,降魔,96,物品,,'=1/5,exact_formula,1/5,'=E21,SPB:AUTO_BOOST,dpv2.direct.m31.slot_027
多钩猫王,31,22,骷髅戒指,207,物品,,'=1/5,exact_formula,1/5,'=E22,SPB:AUTO_BOOST,dpv2.direct.m31.slot_037
多钩猫王,31,23,黑檀手镯,184,物品,,'=1/5,exact_formula,1/5,'=E23,SPB:AUTO_BOOST,dpv2.direct.m31.slot_026
多钩猫王,31,24,黑色水晶戒指,203,物品,,'=1/5,exact_formula,1/5,'=E24,SPB:AUTO_BOOST,dpv2.direct.m31.slot_028
多钩猫王,31,25,灵魂战衣(男),127,物品,,'=1/8,exact_formula,1/8,'=E25,SPB:AUTO_BOOST,dpv2.direct.m31.slot_016
多钩猫王,31,27,蓝翡翠项链,165,物品,,'=1/8,exact_formula,1/8,'=E27,SPB:AUTO_BOOST,dpv2.direct.m31.slot_021
多钩猫王,31,28,道德戒指,209,物品,,'=1/8,exact_formula,1/8,'=E28,SPB:AUTO_BOOST,dpv2.direct.m31.slot_023
多钩猫王,31,29,重盔甲(男),122,物品,,'=1/8,exact_formula,1/8,'=E29,SPB:AUTO_BOOST,dpv2.direct.m31.slot_014
多钩猫王,31,31,金戒指,206,物品,,'=1/8,exact_formula,1/8,'=E31,SPB:AUTO_BOOST,dpv2.direct.m31.slot_020
多钩猫王,31,32,金手镯,188,物品,,'=1/8,exact_formula,1/8,'=E32,SPB:AUTO_BOOST,dpv2.direct.m31.slot_022
多钩猫王,31,33,魅力戒指,208,物品,,'=1/8,exact_formula,1/8,'=E33,SPB:AUTO_BOOST,dpv2.direct.m31.slot_024
多钩猫王,31,34,魔法长袍(男),124,物品,,'=1/8,exact_formula,1/8,'=E34,SPB:AUTO_BOOST,dpv2.direct.m31.slot_018
多钩猫王,31,36,夏普儿手镯,180,物品,,'=1/20,exact_formula,1/20,'=E36,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m31.slot_040
多钩猫王,31,37,躲避手链,160,物品,,'=1/20,exact_formula,1/20,'=E37,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m31.slot_042
多钩猫王,31,38,辟邪手镯,181,物品,,'=1/20,exact_formula,1/20,'=E38,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m31.slot_041
钉耙猫王,32,6,金币,,金币,17500,'=1/1,exact_formula,1/1,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m32.slot_001
钉耙猫王,32,7,金创药(中量) ×4,920044,物品,,'=1/2,exact_formula,1/2,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m32.slot_006 等4个独立槽
钉耙猫王,32,8,魔法药(中量) ×4,920052,物品,,'=1/2,exact_formula,1/2,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m32.slot_010 等4个独立槽
钉耙猫王,32,9,太阳水 ×4,920014,物品,,'=1/4,exact_formula,1/4,'=E9,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m32.slot_002 等4个独立槽
钉耙猫王,32,10,偃月,95,物品,,'=1/5,exact_formula,1/5,'=E10,SPB:AUTO_BOOST,dpv2.direct.m32.slot_033
钉耙猫王,32,11,小手镯,175,物品,,'=1/5,exact_formula,1/5,'=E11,SPB:AUTO_BOOST,dpv2.direct.m32.slot_038
钉耙猫王,32,12,斩马刀,94,物品,,'=1/5,exact_formula,1/5,'=E12,SPB:AUTO_BOOST,dpv2.direct.m32.slot_032
钉耙猫王,32,13,狂风戒指,222,物品,,'=1/5,exact_formula,1/5,'=E13,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m32.slot_039
钉耙猫王,32,14,珍珠戒指,205,物品,,'=1/5,exact_formula,1/5,'=E14,SPB:AUTO_BOOST,dpv2.direct.m32.slot_030
钉耙猫王,32,15,生铁戒指,201,物品,,'=1/5,exact_formula,1/5,'=E15,SPB:AUTO_BOOST,dpv2.direct.m32.slot_034
钉耙猫王,32,16,白色虎齿项链,159,物品,,'=1/5,exact_formula,1/5,'=E16,SPB:AUTO_BOOST,dpv2.direct.m32.slot_035
钉耙猫王,32,17,白金项链,155,物品,,'=1/5,exact_formula,1/5,'=E17,SPB:AUTO_BOOST,dpv2.direct.m32.slot_036
钉耙猫王,32,18,破魂,93,物品,,'=1/5,exact_formula,1/5,'=E18,SPB:AUTO_BOOST,dpv2.direct.m32.slot_031
钉耙猫王,32,19,蛇眼戒指,204,物品,,'=1/5,exact_formula,1/5,'=E19,SPB:AUTO_BOOST,dpv2.direct.m32.slot_029
钉耙猫王,32,20,道士手镯,185,物品,,'=1/5,exact_formula,1/5,'=E20,SPB:AUTO_BOOST,dpv2.direct.m32.slot_025
钉耙猫王,32,21,降魔,96,物品,,'=1/5,exact_formula,1/5,'=E21,SPB:AUTO_BOOST,dpv2.direct.m32.slot_027
钉耙猫王,32,22,骷髅戒指,207,物品,,'=1/5,exact_formula,1/5,'=E22,SPB:AUTO_BOOST,dpv2.direct.m32.slot_037
钉耙猫王,32,23,黑檀手镯,184,物品,,'=1/5,exact_formula,1/5,'=E23,SPB:AUTO_BOOST,dpv2.direct.m32.slot_026
钉耙猫王,32,24,黑色水晶戒指,203,物品,,'=1/5,exact_formula,1/5,'=E24,SPB:AUTO_BOOST,dpv2.direct.m32.slot_028
钉耙猫王,32,25,灵魂战衣(男),127,物品,,'=1/8,exact_formula,1/8,'=E25,SPB:AUTO_BOOST,dpv2.direct.m32.slot_016
钉耙猫王,32,27,蓝翡翠项链,165,物品,,'=1/8,exact_formula,1/8,'=E27,SPB:AUTO_BOOST,dpv2.direct.m32.slot_021
钉耙猫王,32,28,道德戒指,209,物品,,'=1/8,exact_formula,1/8,'=E28,SPB:AUTO_BOOST,dpv2.direct.m32.slot_023
钉耙猫王,32,29,重盔甲(男),122,物品,,'=1/8,exact_formula,1/8,'=E29,SPB:AUTO_BOOST,dpv2.direct.m32.slot_014
钉耙猫王,32,31,金戒指,206,物品,,'=1/8,exact_formula,1/8,'=E31,SPB:AUTO_BOOST,dpv2.direct.m32.slot_020
钉耙猫王,32,32,金手镯,188,物品,,'=1/8,exact_formula,1/8,'=E32,SPB:AUTO_BOOST,dpv2.direct.m32.slot_022
钉耙猫王,32,33,魅力戒指,208,物品,,'=1/8,exact_formula,1/8,'=E33,SPB:AUTO_BOOST,dpv2.direct.m32.slot_024
钉耙猫王,32,34,魔法长袍(男),124,物品,,'=1/8,exact_formula,1/8,'=E34,SPB:AUTO_BOOST,dpv2.direct.m32.slot_018
钉耙猫王,32,36,夏普儿手镯,180,物品,,'=1/20,exact_formula,1/20,'=E36,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m32.slot_040
钉耙猫王,32,37,躲避手链,160,物品,,'=1/20,exact_formula,1/20,'=E37,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m32.slot_042
钉耙猫王,32,38,辟邪手镯,181,物品,,'=1/20,exact_formula,1/20,'=E38,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m32.slot_041
半兽统领,42,6,金币,,金币,20000,'=1/1,exact_formula,1/1,'=E6,SPB:BYPASS_GOLD,dpv2.direct.m42.v505_0001
半兽统领,42,7,疗伤药 ×2,910007,物品,,'=1/2,exact_formula,1/2,'=E7,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m42.slot_008 等2个独立槽
半兽统领,42,8,超级金创药 ×4,920017,物品,,'=1/2,exact_formula,1/2,'=E8,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m42.slot_012 等4个独立槽
半兽统领,42,9,超级魔法药 ×4,920042,物品,,'=1/2,exact_formula,1/2,'=E9,SPB:BYPASS_COMMON_RECOVERY,dpv2.direct.m42.slot_016 等4个独立槽
半兽统领,42,10,太阳水 ×2,920014,物品,,'=1/4,exact_formula,1/4,'=E10,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m42.slot_006 等2个独立槽
半兽统领,42,11,强效太阳水 ×6,920016,物品,,'=1/4,exact_formula,1/4,'=E11,SPB:BYPASS_COMMON_RECOVERY;精英Boss太阳水分母x2,dpv2.direct.m42.slot_002 等6个独立槽
半兽统领,42,12,偃月,95,物品,,'=1/5,exact_formula,1/5,'=E12,SPB:AUTO_BOOST,dpv2.direct.m42.slot_036
半兽统领,42,13,小手镯,175,物品,,'=1/5,exact_formula,1/5,'=E13,SPB:AUTO_BOOST,dpv2.direct.m42.v505_0045
半兽统领,42,14,斩马刀,94,物品,,'=1/5,exact_formula,1/5,'=E14,SPB:AUTO_BOOST,dpv2.direct.m42.slot_035
半兽统领,42,15,狂风戒指,222,物品,,'=1/5,exact_formula,1/5,'=E15,SPB:AUTO_BOOST;SPB_CEILING_1_20;v80:CURRENT_ELITE_BOSS_EQUIPMENT_RARE_X4,dpv2.direct.m42.slot_041
半兽统领,42,16,珍珠戒指,205,物品,,'=1/5,exact_formula,1/5,'=E16,SPB:AUTO_BOOST,dpv2.direct.m42.v505_0037
半兽统领,42,17,生铁戒指,201,物品,,'=1/5,exact_formula,1/5,'=E17,SPB:AUTO_BOOST,dpv2.direct.m42.slot_037
半兽统领,42,18,白色虎齿项链,159,物品,,'=1/5,exact_formula,1/5,'=E18,SPB:AUTO_BOOST,dpv2.direct.m42.slot_038
半兽统领,42,19,白金项链,155,物品,,'=1/5,exact_formula,1/5,'=E19,SPB:AUTO_BOOST,dpv2.direct.m42.slot_039
半兽统领,42,20,破魂,93,物品,,'=1/5,exact_formula,1/5,'=E20,SPB:AUTO_BOOST,dpv2.direct.m42.slot_034
半兽统领,42,21,蛇眼戒指,204,物品,,'=1/5,exact_formula,1/5,'=E21,SPB:AUTO_BOOST,dpv2.direct.m42.v505_0036
半兽统领,42,22,道士手镯,185,物品,,'=1/5,exact_formula,1/5,'=E22,SPB:AUTO_BOOST,dpv2.direct.m42.slot_031
半兽统领,42,23,降魔,96,物品,,'=1/5,exact_formula,1/5,'=E23,SPB:AUTO_BOOST,dpv2.direct.m42.slot_033
半兽统领,42,24,骷髅戒指,207,物品,,'=1/5,exact_formula,1/5,'=E24,SPB:AUTO_BOOST,dpv2.direct.m42.slot_040
半兽统领,42,25,魔力手镯,186,物品,,'=1/5,exact_formula,1/5,'=E25,SPB:AUTO_BOOST,dpv2.direct.m42.v505_0033
半兽统领,42,26,黑檀手镯,184,物品,,'=1/5,exact_formula,1/5,'=E26,SPB:AUTO_BOOST,dpv2.direct.m42.slot_032
半兽统领,42,27,黑色水晶戒指,203,物品,,'=1/5,exact_formula,1/5,'=E27,SPB:AUTO_BOOST,dpv2.direct.m42.v505_0035
半兽统领,42,28,灵魂战衣(男),127,物品,,'=1/8,exact_formula,1/8,'=E28,SPB:AUTO_BOOST,dpv2.direct.m42.slot_022
半兽统领,42,30,蓝翡翠项链,165,物品,,'=1/8,exact_formula,1/8,'=E30,SPB:AUTO_BOOST,dpv2.direct.m42.slot_027
半兽统领,42,31,道德戒指,209,物品,,'=1/8,exact_formula,1/8,'=E31,SPB:AUTO_BOOST,dpv2.direct.m42.slot_029
半兽统领,42,32,重盔甲(男),122,物品,,'=1/8,exact_formula,1/8,'=E32,SPB:AUTO_BOOST,dpv2.direct.m42.slot_020
半兽统领,42,34,金戒指,206,物品,,'=1/8,exact_formula,1/8,'=E34,SPB:AUTO_BOOST,dpv2.direct.m42.slot_026
半兽统领,42,35,金手镯,188,物品,,'=1/8,exact_formula,1/8,'=E35,SPB:AUTO_BOOST,dpv2.direct.m42.slot_028
半兽统领,42,36,魅力戒指,208,物品,,'=1/8,exact_formula,1/8,'=E36,SPB:AUTO_BOOST,dpv2.direct.m42.slot_030
半兽统领,42,37,魔法长袍(男),124,物品,,'=1/8,exact_formula,1/8,'=E37,SPB:AUTO_BOOST,dpv2.direct.m42.slot_024
半兽统领,42,39,夏普儿手镯,180,物品,,'=1/20,exact_formula,1/20,'=E39,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m42.slot_042
半兽统领,42,40,罗刹,88,物品,,'=1/20,exact_formula,1/20,'=E40,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m42.slot_045
半兽统领,42,41,躲避手链,160,物品,,'=1/20,exact_formula,1/20,'=E41,SPB:AUTO_BOOST;SPB_CEILING_1_20,dpv2.direct.m42.slot_044
